评分,评论内容,评论时间,商品规格,清洗后评论,分词后评论,来源文件
1,性价比超高，耐用丝滑，回购就是对他最大的肯定，就是这个优惠价能不能放开啊，总是盯着看能买了才能买一个，我一共需要五个，这前前后后两个多月了才买到四个，还缺一个呢，多点优惠福利一次买完不然总惦记着🤣（悄悄看了无数次，总是提示国补已使用）,2026年1月14日,"{'机身颜色': '雪岩白', '套餐类型': '官方标配', '存储容量': '16GB+256GB'}",性价比超高耐用丝滑回购就是对他最大的肯定就是这个优惠价能不能放开啊总是盯着看能买了才能买一个我一共需要五个这前前后后两个多月了才买到四个还缺一个呢多点优惠福利一次买完不然总惦记着悄悄看了无数次总是提示国补已使用,性价比 超高 耐用 丝滑 回购 就是 最大 肯定 就是 这个 优惠价 不能 放开 总是 才能 一个 一共 需要 五个 前前后后 两个 多月 四个 一个 多点 优惠 福利 一次 不然 惦记着 悄悄 无数次 总是 提示 国补 使用,商品1.csv
1,家人们谁懂啊!我最近入手了红米K80，真的被狠狠惊艳到😍。 先说说性能，它搭载了高通骁龙8 Gen3芯片，搭配LPDDR5X运存和UFS4.0存储，运行起来那叫一个丝滑，不管是多任务切换，还是玩大型游戏，都毫无压力，就像给手机装了个“超级心脏”。 续航方面更是没得说，内置了6550mAh小米金沙江电池，还支持90W有线快充。我这种重度手机用户，用一整天完全没问题，早上起床充一会儿，又能满血复活。 再看看这屏幕，6.67英寸2K OLED直屏，120Hz刷新率，画面清晰又流畅，色彩也非常鲜艳。而且峰值亮度达到了3200尼特，在大太阳下也能看得清清楚楚。还有小米青山护眼2.0技术，长时间使用眼睛也不会太累。 另外，它还支持IP68级防尘防水、杜比双扬声器、红外遥控、NFC等功能，实用性直接拉满。 总之，红米K80真的是一款非常值得入手的手机，性价比超高，我真的太爱了!强烈推荐给大家👏。 ,2026年1月29日,"{'机身颜色': '雪岩白', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",家人们谁懂啊我最近入手了红米真的被狠狠惊艳到 先说说性能它搭载了高通骁龙 芯片搭配运存和存储运行起来那叫一个丝滑不管是多任务切换还是玩大型游戏都毫无压力就像给手机装了个超级心脏 续航方面更是没得说内置了小米金沙江电池还支持有线快充我这种重度手机用户用一整天完全没问题早上起床充一会儿又能满血复活 再看看这屏幕英寸 直屏刷新率画面清晰又流畅色彩也非常鲜艳而且峰值亮度达到了尼特在大太阳下也能看得清清楚楚还有小米青山护眼技术长时间使用眼睛也不会太累 另外它还支持级防尘防水杜比双扬声器红外遥控等功能实用性直接拉满 总之红米真的是一款非常值得入手的手机性价比超高我真的太爱了强烈推荐给大家,人们 最近 入手 红米 真的 狠狠 惊艳 先说 性能 搭载 高通 骁龙 芯片 搭配 运存 存储 运行 起来 一个 丝滑 不管 多任务 切换 还是 大型 游戏 毫无 压力 手机 超级 心脏 续航 方面 更是 没得说 内置 小米 金沙江 电池 支持 有线 快充 这种 重度 手机用户 一整天 完全 问题 早上 起床 一会儿 满血 复活 看看 屏幕 英寸 直屏 刷新率 画面 清晰 流畅 色彩 非常 鲜艳 而且 峰值 亮度 达到 尼特 太阳 清清楚楚 还有 小米 青山 护眼 技术 长时间 使用 眼睛 不会 太累 另外 支持 防尘 防水 杜比 扬声器 红外 遥控 功能 实用性 直接 拉满 总之 红米 真的 一款 非常 值得 入手 手机 性价比 超高 真的 太爱 强烈推荐 大家,商品1.csv
1,"""收到货后直接惊艳到！包装严实精美，打开瞬间就能感受到商家的用心。商品和描述完全一致，甚至比图片更高级！质量超出预期，细节处理得很到位（可举例：面料手感好/做工精细/功能齐全），用了一段时间完全没问题，性价比真的高！客服态度也超棒，回复及时又专业。已经推荐给朋友，下次回购还选这家！五星满分好评！🌟🌟🌟🌟🌟""",2026年3月5日,"{'机身颜色': '玄夜黑', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",收到货后直接惊艳到包装严实精美打开瞬间就能感受到商家的用心商品和描述完全一致甚至比图片更高级质量超出预期细节处理得很到位可举例面料手感好做工精细功能齐全用了一段时间完全没问题性价比真的高客服态度也超棒回复及时又专业已经推荐给朋友下次回购还选这家五星满分好评,收到 货后 直接 惊艳 包装 严实 精美 打开 瞬间 感受 商家 用心 商品 描述 完全一致 甚至 图片 高级 质量 超出 预期 细节 处理 到位 举例 面料 手感 做工 精细 功能齐全 一段时间 完全 问题 性价比 真的 客服 态度 超棒 回复 及时 专业 已经 推荐 朋友 下次 回购 还选 这家 五星 满分 好评,商品1.csv
1,Redmi K80性能强劲，2K屏清晰护眼，续航耐用，系统流畅，拍照出色，性价比超高，使用体验超棒！  ,2026年3月3日,"{'机身颜色': '玄夜黑', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",性能强劲屏清晰护眼续航耐用系统流畅拍照出色性价比超高使用体验超棒,性能 强劲 清晰 护眼 续航 耐用 系统 流畅 拍照 出色 性价比 超高 使用 体验 超棒,商品1.csv
1,价格实惠 耗电量也不高 拍照也比较好看 学生用大人用都不错 质量可以,2026年3月2日,"{'机身颜色': '雪岩白', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",价格实惠 耗电量也不高 拍照也比较好看 学生用大人用都不错 质量可以,价格 实惠 耗电量 拍照 比较 好看 学生 大人 不错 质量 可以,商品1.csv
1,红米K80这个手机太好看啦，雪岩白配色正适合我岳母，老人平时喜欢在快手上看视频，骁龙8Gen处理速度确实快啊，而且256G的内存够岳母用啦，哈哈哈,2026年3月1日,"{'机身颜色': '雪岩白', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",红米这个手机太好看啦雪岩白配色正适合我岳母老人平时喜欢在快手上看视频骁龙处理速度确实快啊而且的内存够岳母用啦哈哈哈,红米 这个 手机 好看 雪岩 配色 适合 岳母 老人 平时 喜欢 手上 视频 骁龙 处理速度 确实 而且 内存 岳母 哈哈哈,商品1.csv
1,反应迅速，操作灵敏，几年前的手机好太多了。这价格还可以接受。,2026年2月27日,"{'机身颜色': '汐月蓝', '套餐类型': '官方标配', '存储容量': '16GB+256GB'}",反应迅速操作灵敏几年前的手机好太多了这价格还可以接受,反应 迅速 操作 灵敏 几年 手机 好太多 价格 可以 接受,商品1.csv
1,去年买了一个，现在又买了一个，价格实惠，性能也可以，不发热，打游戏也不怎么热,2026年2月26日,"{'机身颜色': '雪岩白', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",去年买了一个现在又买了一个价格实惠性能也可以不发热打游戏也不怎么热,去年 一个 现在 一个 价格 实惠 性能 可以 发热 打游戏 不怎么,商品1.csv
1,这款商品质量完全符合我的预期，材质细腻，颜色鲜艳，实物比图片还要让人满意。包装也非常用心，保护得很好，完全没有损坏。物流速度很快，下单后第二天就收到了，客服态度也非常友好，有任何问题都能及时解答。整体购物体验非常愉快，商品性价比高，是我这段时间以来最满意的一次网购。以后还会继续支持这家店铺，也会推荐给身边的朋友。,2026年2月23日,"{'机身颜色': '雪岩白', '套餐类型': '官方标配', '存储容量': '16GB+1024GB'}",这款商品质量完全符合我的预期材质细腻颜色鲜艳实物比图片还要让人满意包装也非常用心保护得很好完全没有损坏物流速度很快下单后第二天就收到了客服态度也非常友好有任何问题都能及时解答整体购物体验非常愉快商品性价比高是我这段时间以来最满意的一次网购以后还会继续支持这家店铺也会推荐给身边的朋友,商品质量 完全符合 预期 材质 细腻 颜色 鲜艳 实物 图片 还要 满意 包装 非常 用心 保护 完全 没有 损坏 物流 速度 很快 下单 第二天 收到 客服 态度 非常 友好 任何 问题 及时 解答 整体 购物 体验 非常 愉快 商品 性价比 高是 段时间 以来 满意 一次 网购 以后 还会 继续 支持 这家 店铺 推荐 身边 朋友,商品1.csv
1,"手机颜值高,里面没有什么压,硬件也足够强大,这手机网上评价很高,各APP之间切换也很快,送货上门服务态度好,拍照很好看,操作起来很流畅,非常喜欢,昨天中午12点不到就收到货了",2026年1月13日,"{'机身颜色': '山峦青', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",手机颜值高里面没有什么压硬件也足够强大这手机网上评价很高各之间切换也很快送货上门服务态度好拍照很好看操作起来很流畅非常喜欢昨天中午点不到就收到货了,手机 颜值 里面 没有 什么 硬件 足够 强大 手机 网上 评价 之间 切换 很快 送货上门 服务态度 拍照 好看 操作 起来 流畅 非常 喜欢 昨天中午 不到 收到,商品1.csv
1,物流配送很及时，外包装完好..,2026年2月19日,"{'机身颜色': '玄夜黑', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",物流配送很及时外包装完好,物流配送 及时 外包装 完好,商品1.csv
1,物流很快，昨天下单，今天就到了，手机外观各方面 还不错，手机颜色我还是很喜欢的，性能方面先用一 段时间在看看。,2026年1月25日,"{'机身颜色': '玄夜黑', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",物流很快昨天下单今天就到了手机外观各方面 还不错手机颜色我还是很喜欢的性能方面先用一 段时间在看看,物流 很快 昨天 下单 今天 手机 外观 方面 不错 手机 颜色 还是 喜欢 性能 方面 先用 段时间 看看,商品1.csv
1,还行吧，刷刷视频看看小说，电池一天一充吧。要不是原来的k40电池不行了，也没想买。刚好当天能用国补，淘金币抵扣后不到一千五就拿下这款，性价比很高！！！,2026年1月24日,"{'机身颜色': '汐月蓝', '套餐类型': '官方标配', '存储容量': '16GB+256GB'}",还行吧刷刷视频看看小说电池一天一充吧要不是原来的电池不行了也没想买刚好当天能用国补淘金币抵扣后不到一千五就拿下这款性价比很高,还行 刷刷 视频 看看 小说 电池 一天 一充 要不是 原来 电池 不行 没想 刚好 当天 能用 国补 金币 抵扣 不到 一千五 拿下 性价比,商品1.csv
1,其他特色： 显示效果： 通信音质：骁龙八红米骁龙，非常不错，屏幕非常清楚,2026年1月23日,"{'机身颜色': '汐月蓝', '套餐类型': '官方标配', '存储容量': '12GB+512GB'}",其他特色 显示效果 通信音质骁龙八红米骁龙非常不错屏幕非常清楚,其他 特色 显示 效果 通信 音质 骁龙八红米 骁龙 非常 不错 屏幕 非常 清楚,商品1.csv
1,红米k80颜值担当，手感好，拍照清晰，待机时间长。不错的货物体验。,2026年3月5日,"{'机身颜色': '雪岩白', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",红米颜值担当手感好拍照清晰待机时间长不错的货物体验,红米 颜值 担当 手感 拍照 清晰 待机时间 不错 货物 体验,商品1.csv
1,宝贝用的不错，物美价廉，实用方便，非常好用，产品质量好，物流时间快，与卖家描述一致，满意的一次购物体验,2026年3月1日,"{'机身颜色': '玄夜黑', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",宝贝用的不错物美价廉实用方便非常好用产品质量好物流时间快与卖家描述一致满意的一次购物体验,宝贝 不错 物美价廉 实用 方便 非常 好用 产品质量 物流 时间 卖家 描述 一致 满意 一次 购物 体验,商品1.csv
1,次日达！快递员当面开箱激活拍条码领取国补，手机是正品，非常不错！,2026年1月5日,"{'机身颜色': '山峦青', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",次日达快递员当面开箱激活拍条码领取国补手机是正品非常不错,次日 快递 当面 开箱 激活 条码 领取 国补 手机 正品 非常 不错,商品1.csv
1,物流很快，国补当面签收，手机运行速度很快，给老人家买的够用了！经济适用！,2026年1月19日,"{'机身颜色': '汐月蓝', '套餐类型': '官方标配', '存储容量': '16GB+256GB'}",物流很快国补当面签收手机运行速度很快给老人家买的够用了经济适用,物流 很快 国补 当面 签收 手机 运行 速度 很快 老人家 够用 经济 适用,商品1.csv
1,买给父母的手机，这样的很不错，屏幕清晰，系统流畅，希望能用久一点，挺不错的，价格也算优惠。,2026年1月30日,"{'机身颜色': '雪岩白', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",买给父母的手机这样的很不错屏幕清晰系统流畅希望能用久一点挺不错的价格也算优惠,父母 手机 这样 不错 屏幕 清晰 系统 流畅 希望 能用 一点 挺不错 价格 优惠,商品1.csv
1,用完国补后1610买的，12+256蛮合适的，这个电池容量大，处理器也挺好的，打游戏，王者，吃鸡也不卡，像素也完全够用，主要是电池充电给家里人买的很合适蛮推荐的，1600这个价格也不算高,2026年1月1日,"{'机身颜色': '玄夜黑', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",用完国补后买的蛮合适的这个电池容量大处理器也挺好的打游戏王者吃鸡也不卡像素也完全够用主要是电池充电给家里人买的很合适蛮推荐的这个价格也不算高,完国 补后 合适 这个 电池容量 处理器 打游戏 王者 不卡 像素 完全 够用 主要 电池 充电 家里人 合适 推荐 这个 价格 不算,商品1.csv
1,很流畅，手感很好，很有性价比。,2025年12月31日,"{'机身颜色': '雪岩白', '套餐类型': '官方标配', '存储容量': '12GB+512GB'}",很流畅手感很好很有性价比,流畅 手感 性价比,商品1.csv
1,一直用红米，这次特意搜了下 说这款神机还不错，到货了先用用看，外观颜色都可以,2026年2月5日,"{'机身颜色': '雪岩白', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",一直用红米这次特意搜了下 说这款神机还不错到货了先用用看外观颜色都可以,一直 用红米 这次 特意 这款 神机 不错 到货 先用 外观 颜色 可以,商品1.csv
1,非常满意！这次换了红米8k，主要是看中了他的电池大容量🥰1TB的内存，再也不怕下载新软件了！把我小米12Pro的软件全机转过来才占了六分之一不到！太厉害了吧！新手机用起来流畅不卡顿，超级快！拍照比之前的相机清晰多了，晚上拍照也很漂亮！喜欢！,2026年1月5日,"{'机身颜色': '汐月蓝', '套餐类型': '官方标配', '存储容量': '16GB+1024GB'}",非常满意这次换了红米主要是看中了他的电池大容量的内存再也不怕下载新软件了把我小米的软件全机转过来才占了六分之一不到太厉害了吧新手机用起来流畅不卡顿超级快拍照比之前的相机清晰多了晚上拍照也很漂亮喜欢,非常 满意 这次 红米 主要 看中 电池 大容量 内存 再也 不怕 下载 软件 小米 软件 转过 六分之一 不到 厉害 新手机 起来 流畅 不卡顿 超级 拍照 之前 相机 清晰 晚上 拍照 很漂亮 喜欢,商品1.csv
1,手机是正品，非常满意。下次还来买。,2026年2月4日,"{'机身颜色': '玄夜黑', '套餐类型': '官方标配', '存储容量': '16GB+256GB'}",手机是正品非常满意下次还来买,手机 正品 非常 满意 下次,商品1.csv
1,手机不错，用起来很顺滑，一般就刷刷短视频，不玩游戏，足够用！,2026年3月4日,"{'机身颜色': '雪岩白', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",手机不错用起来很顺滑一般就刷刷短视频不玩游戏足够用,手机 不错 起来 顺滑 一般 刷刷 视频 玩游戏 足够,商品1.csv
1,显示效果：色彩鲜艳视觉效果极佳 通信音质：性能和配置无可挑剔 其他特色：高性价比,2026年3月3日,"{'机身颜色': '玄夜黑', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",显示效果色彩鲜艳视觉效果极佳 通信音质性能和配置无可挑剔 其他特色高性价比,显示 效果 色彩鲜艳 视觉效果 极佳 通信 音质 性能 配置 无可挑剔 其他 特色 高性价比,商品1.csv
1,还是可以的。速度还是比较快的，玩游戏一点的也不卡。,2026年3月2日,"{'机身颜色': '雪岩白', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",还是可以的速度还是比较快的玩游戏一点的也不卡,还是 可以 速度 还是 比较 玩游戏 一点 不卡,商品1.csv
1,商品很好，物流也快，很满意的一次购物！,2026年2月27日,"{'机身颜色': '玄夜黑', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",商品很好物流也快很满意的一次购物,商品 物流 满意 一次 购物,商品1.csv
1,加上国补1600多就拿下了，性能很好，设计也好看，俩天就到货了很快，性价比很高开心。,2025年12月27日,"{'机身颜色': '雪岩白', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",加上国补多就拿下了性能很好设计也好看俩天就到货了很快性价比很高开心,加上 国补 拿下 性能 设计 好看 到货 很快 性价比 开心,商品1.csv
1,手机好用不卡顿，抢到国补优惠很多，下次再给儿子买一个,2026年1月29日,"{'机身颜色': '山峦青', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",手机好用不卡顿抢到国补优惠很多下次再给儿子买一个,手机 好用 不卡顿 国补 优惠 很多 下次 儿子 一个,商品1.csv
1,给老人买的 手机挺好看的性能也不错 适合老年人用 自带手机壳手机膜很方便拿到手直接就可以用了,2025年12月26日,"{'机身颜色': '雪岩白', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",给老人买的 手机挺好看的性能也不错 适合老年人用 自带手机壳手机膜很方便拿到手直接就可以用了,老人 手机 好看 性能 不错 适合 老年人 自带 手机 手机 方便 拿到 直接 可以,商品1.csv
1,手机收到了非常漂亮，用一段时间再评价,2026年2月14日,"{'机身颜色': '山峦青', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",手机收到了非常漂亮用一段时间再评价,手机 收到 非常 漂亮 一段时间 评价,商品1.csv
1,很哇塞，本来2340想买K90 看1624拿下12+512，性价比十足， 淘金币+国补+平台优惠,2026年2月11日,"{'机身颜色': '山峦青', '套餐类型': '官方标配', '存储容量': '12GB+512GB'}",很哇塞本来想买 看拿下性价比十足 淘金币国补平台优惠,哇塞 本来 拿下 性价比 十足 金币 国补 平台 优惠,商品1.csv
1,2167买的，不知道实体店啥价位，充电快，拍照清晰，我选的大内存，不喜欢手机边上的横杠，觉得丑，我照片视频多，就是云存贮空间不足，希望改善，存储还得花钱，头天下单，第二天就到了，总体好评，支持国产,2025年12月24日,"{'机身颜色': '雪岩白', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",买的不知道实体店啥价位充电快拍照清晰我选的大内存不喜欢手机边上的横杠觉得丑我照片视频多就是云存贮空间不足希望改善存储还得花钱头天下单第二天就到了总体好评支持国产,知道 实体店 价位 充电 拍照 清晰 我选 内存 喜欢 手机 边上 横杠 觉得 照片 视频 就是 存贮空间 不足 希望 改善 存储 花钱 天下 第二天 总体 好评 支持 国产,商品1.csv
1,国补买的，性价比高。 使用小米换机，旧换新也很方便。,2026年2月6日,"{'机身颜色': '汐月蓝', '套餐类型': '官方标配', '存储容量': '16GB+256GB'}",国补买的性价比高 使用小米换机旧换新也很方便,国补 性价比 使用 小米 换机 旧换 方便,商品1.csv
1,谢谢商家老师！货已收到！ 我在天津市河北区居住，第一天订的，第二天早上9点多钟，顺丰快递员就亲自送到了，而且当面开封、拍照、辅导开机。 手机做工很精细，设计很漂亮，功能很强大，反应很灵敏，操作很方便，续航时间很长，充电很快，只用了40分钟左右，系统升级也很方便，内置软件全面、实用。 这优秀的“小米手机”就是我们现实中，中国人民生活水平提高的表现之一，这归功于中国正确发展理念，归功于年轻人的伟大而美妙的创造力，想象力。 年轻人是祖国的希望！ 祝祖国繁荣昌盛，更加富强！,2025年12月16日,"{'机身颜色': '玄夜黑', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",谢谢商家老师货已收到 我在天津市河北区居住第一天订的第二天早上点多钟顺丰快递员就亲自送到了而且当面开封拍照辅导开机 手机做工很精细设计很漂亮功能很强大反应很灵敏操作很方便续航时间很长充电很快只用了分钟左右系统升级也很方便内置软件全面实用 这优秀的小米手机就是我们现实中中国人民生活水平提高的表现之一这归功于中国正确发展理念归功于年轻人的伟大而美妙的创造力想象力 年轻人是祖国的希望 祝祖国繁荣昌盛更加富强,谢谢 商家 老师 货已 收到 天津市 河北区 居住 第一天 第二天 早上 点多钟 顺丰 快递 亲自 送到 而且 当面 开封 拍照 辅导 开机 手机 做工 精细 设计 很漂亮 功能 强大 反应 灵敏 操作 方便 续航 时间 很长 充电 很快 只用 分钟 左右 系统升级 方便 内置 软件 全面 实用 优秀 小米 手机 就是 我们 现实 中国 人民 生活 水平 提高 表现 之一 归功于 中国 正确 发展 理念 归功于 年轻人 伟大 美妙 创造力 想象力 年轻人 祖国 希望 祖国 繁荣昌盛 更加 富强,商品1.csv
1,非常不错用起来很流畅充电也很快,2026年3月3日,"{'机身颜色': '雪岩白', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",非常不错用起来很流畅充电也很快,非常 不错 起来 流畅 充电 很快,商品1.csv
1,不错，收到了之后马上换上，现在体验一切顺利,2026年3月2日,"{'机身颜色': '雪岩白', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",不错收到了之后马上换上现在体验一切顺利,不错 收到 之后 马上 换上 现在 体验 一切顺利,商品1.csv
1,配送快，使用手感不错，送老人的，很合适,2026年3月2日,"{'机身颜色': '玄夜黑', '套餐类型': '官方标配', '存储容量': '16GB+256GB'}",配送快使用手感不错送老人的很合适,配送 使用 手感 不错 老人 合适,商品1.csv
1,物流很快，用着很好,2026年3月2日,"{'机身颜色': '玄夜黑', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",物流很快用着很好,物流 很快,商品1.csv
1,用着感觉还不错，很流畅，内存也大，可以推荐买,2026年2月28日,"{'机身颜色': '汐月蓝', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",用着感觉还不错很流畅内存也大可以推荐买,感觉 不错 流畅 内存 可以 推荐,商品1.csv
1,好看，适手，简单的镜头包裹，孩子喜欢。,2026年2月28日,"{'机身颜色': '雪岩白', '套餐类型': '官方标配', '存储容量': '16GB+1024GB'}",好看适手简单的镜头包裹孩子喜欢,好看 适手 简单 镜头 包裹 孩子 喜欢,商品1.csv
1,给儿砸买的，指定要这个型号，说班里都同学都在用这款,2026年2月27日,"{'机身颜色': '汐月蓝', '套餐类型': '官方标配', '存储容量': '12GB+512GB'}",给儿砸买的指定要这个型号说班里都同学都在用这款,指定 这个 型号 班里 同学 这款,商品1.csv
1,宝贝收到了，物美价廉，推荐大家购买,2025年12月25日,"{'机身颜色': '汐月蓝', '套餐类型': '官方标配', '存储容量': '16GB+256GB'}",宝贝收到了物美价廉推荐大家购买,宝贝 收到 物美价廉 推荐 大家 购买,商品1.csv
1,非常实惠，用完券才1000多，性价比比较高，适合日常实用,2026年2月22日,"{'机身颜色': '汐月蓝', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",非常实惠用完券才多性价比比较高适合日常实用,非常 实惠 完券 性价比 比较 适合 日常 实用,商品1.csv
