评论ID,评论内容,商品名称,商品品牌,商品颜色规格,商品价格,清洗后评论,分词后评论,来源文件
2265393434112040629,手机外观好看，颜色也好看，像天空的颜色，蓝蓝的天空，真漂亮！,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,天青蓝【8GB+128GB】,929,手机外观好看颜色也好看像天空的颜色蓝蓝的天空真漂亮,手机 外观 好看 颜色 好看 天空 颜色 蓝蓝的 天空 漂亮,商品1.csv
2244513768430110949,电池很耐用，好评,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,天青蓝【8GB+128GB】,929,电池很耐用好评,电池 耐用 好评,商品1.csv
2320931488528335892,给老人买的，屏幕大，有质感，老人非常喜欢。关键是物美价廉，手机电量用的持久,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,曜金黑【8GB+128GB】,929,给老人买的屏幕大有质感老人非常喜欢关键是物美价廉手机电量用的持久,老人 屏幕 大有 质感 老人 非常 喜欢 关键 物美价廉 手机 电量 持久,商品1.csv
2317714309897002835,非常不错好评,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,天际白1【8GB+256GB】,1099,非常不错好评,非常 不错 好评,商品1.csv
2308470935654498520,给老妈买的，好用，字大清晰，电量也够用,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,曜金黑【8GB+128GB】,929,给老妈买的好用字大清晰电量也够用,老妈 用字 清晰 电量 够用,商品1.csv
2303191140410592565,手感不错，老年人用挺好的,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,曜金黑【8GB+128GB】,929,手感不错老年人用挺好的,手感 不错 老年人,商品1.csv
2303177185629833044,挺好的，我爸用着挺喜欢，不卡顿，也很方便,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,曜金黑【8GB+128GB】,929,挺好的我爸用着挺喜欢不卡顿也很方便,爸用 喜欢 不卡顿 方便,商品1.csv
2301686951255736539,性能很好，操作很方便，运行很流畅，很喜欢，比实体店还便宜多，值得购买，手机款式也很好看，最新版的，一直是华为粉丝,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,天青蓝【8GB+256GB】,1099,性能很好操作很方便运行很流畅很喜欢比实体店还便宜多值得购买手机款式也很好看最新版的一直是华为粉丝,性能 操作 方便 运行 流畅 喜欢 实体店 便宜 值得 购买 手机 款式 好看 最新版 一直 华为 粉丝,商品1.csv
2298075227541736947,性价比很高，老人用着很方便！。，,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,天际白【8GB+128GB】,929,性价比很高老人用着很方便,性价比 老人 方便,商品1.csv
2286937139910284622,整体手感很好，系统流畅度也高，电池也耐用。,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,天际白【8GB+256GB】,1099,整体手感很好系统流畅度也高电池也耐用,整体 手感 系统 流畅 电池 耐用,商品1.csv
2267676780460516057,老年人用手机，可以了，质量不错，屏幕可以,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,天青蓝【8GB+256GB】,1099,老年人用手机可以了质量不错屏幕可以,老年人 手机 可以 质量 不错 屏幕 可以,商品1.csv
2257953477810454787,用着不错，物美价廉，性价比挺高，挺好用的，清晰，唯品会值得信赖,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,曜金黑【8GB+256GB】,1099,用着不错物美价廉性价比挺高挺好用的清晰唯品会值得信赖,不错 物美价廉 性价比 挺高 挺好用 清晰 唯品 值得 信赖,商品1.csv
746050802,大屏清晰  操作简单  性价比高适合老人使用,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,曜金黑【8GB+256GB】,1099,大屏清晰  操作简单  性价比高适合老人使用,大屏 清晰 操作 简单 性价比 适合 老人 使用,商品1.csv
2320777743802829073,手机好用，下次一定回购。,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,曜金黑【8GB+128GB】,929,手机好用下次一定回购,手机 好用 下次 一定 回购,商品1.csv
2316602517678458213,非常不错，很划算，给小孩买的。,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,曜金黑【8GB+256GB】,1099,非常不错很划算给小孩买的,非常 不错 划算 小孩,商品1.csv
2295818202518653003,手机很好，快递也很快，跟图片一样，价格实惠,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,曜金黑【8GB+256GB】,1099,手机很好快递也很快跟图片一样价格实惠,手机 快递 很快 图片 一样 价格 实惠,商品1.csv
2292812398752440191,挺不错的，空间也足，之前我老爸用的手机太卡了，给他换了个新的手机就不卡了，还是挺好用的，他说电量也比较经用,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,曜金黑【8GB+256GB】,1099,挺不错的空间也足之前我老爸用的手机太卡了给他换了个新的手机就不卡了还是挺好用的他说电量也比较经用,挺不错 空间 之前 老爸 手机 太卡 手机 不卡 还是 挺好用 电量 比较 经用,商品1.csv
2280634737213048733,性能好，操作方便，运行流畅，拍照清晰，华为的实力粉。,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,曜金黑【8GB+512GB】,1499,性能好操作方便运行流畅拍照清晰华为的实力粉,性能 操作 方便 运行 流畅 拍照 清晰 华为 实力,商品1.csv
2280634698021475063,买给老人用的，操作方便，运行流畅拍照清晰,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,天青蓝【8GB+128GB】,929,买给老人用的操作方便运行流畅拍照清晰,老人 操作 方便 运行 流畅 拍照 清晰,商品1.csv
2273161088419761404,好评！性能好！物美价廉！,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,原野绿【8GB+512GB】,1499,好评性能好物美价廉,好评 性能 物美价廉,商品1.csv
2262732680032425164,操作方便没有卡顿情况。,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,天青蓝【8GB+256GB】,1099,操作方便没有卡顿情况,操作 方便 没有 卡顿 情况,商品1.csv
736125492,运行流畅，手感舒适，电量强劲，内存强大，价格实惠，给某人的，使用感觉很满意，还有国补，太赞了。,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,曜金黑【8GB+512GB】,1499,运行流畅手感舒适电量强劲内存强大价格实惠给某人的使用感觉很满意还有国补太赞了,运行 流畅 手感 舒适 电量 强劲 内存 强大 价格 实惠 某人 使用 感觉 满意 还有 国补太赞,商品1.csv
2317723468591797589,宝贝很好！！,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,原野绿【8GB+512GB】,1499,宝贝很好,宝贝,商品1.csv
2317714549618252990,非常不错，会再来的！,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,天青蓝【8GB+256GB】,1099,非常不错会再来的,非常 不错,商品1.csv
2317714525882681805,物品收到挺不错的，还会再来的，必须赞！已经买了两次了不错。,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,天青蓝【8GB+256GB】,1099,物品收到挺不错的还会再来的必须赞已经买了两次了不错,物品 收到 挺不错 必须 已经 两次 不错,商品1.csv
2317714247305407627,颜值可以，就几百块钱，还要啥自行车？,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,曜金黑【8GB+128GB】,929,颜值可以就几百块钱还要啥自行车,颜值 可以 几百块 还要 自行车,商品1.csv
2317704620882797524,买了两个，就是这个比上一个贵了几十块,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,曜金黑【8GB+256GB】,1099,买了两个就是这个比上一个贵了几十块,两个 就是 这个 比上 一个 几十块,商品1.csv
2317704567929703928,很流畅，一点都不卡。很不错。外形很好看。,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,曜金黑【8GB+128GB】,929,很流畅一点都不卡很不错外形很好看,流畅 一点 不卡 不错 外形 好看,商品1.csv
2316606492234482309,挺好的，买给公公用的,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,曜金黑【8GB+256GB】,1099,挺好的买给公公用的,公公,商品1.csv
2312182969369890802,性价比不错，系统优越，好评,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,曜金黑【8GB+256GB】,1099,性价比不错系统优越好评,性价比 不错 系统 优越 好评,商品1.csv
2312182969369888798,给老妈买的，足够老人用了！加入远程守护后，定位很方便！感觉卡顿的可以关掉屏幕高级渲染。,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,天际白【8GB+128GB】,929,给老妈买的足够老人用了加入远程守护后定位很方便感觉卡顿的可以关掉屏幕高级渲染,老妈 足够 老人 加入 远程 守护 定位 方便 感觉 卡顿 可以 关掉 屏幕 高级 渲染,商品1.csv
2312182953679001640,手机特别好用，比实体店还便宜，值得购买,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,天际白【8GB+256GB】,1099,手机特别好用比实体店还便宜值得购买,手机 特别 好用 实体店 便宜 值得 购买,商品1.csv
2312182857700737779,唯品会出品， 相当满意，相当放心， 价格适中， 品质保证。,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,天际白【8GB+128GB】,929,唯品会出品 相当满意相当放心 价格适中 品质保证,唯品 出品 相当 满意 相当 放心 价格 适中 品质 保证,商品1.csv
2312171683684817119,手机非常好用，买了两台，非常满意,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,曜金黑【8GB+256GB】,1099,手机非常好用买了两台非常满意,手机 非常 好用 两台 非常 满意,商品1.csv
2305890299290854928,手机买给妈妈用的，一开始不习惯，慢慢就习惯了！华为的手机一直不错！,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,天际白1【8GB+256GB】,1099,手机买给妈妈用的一开始不习惯慢慢就习惯了华为的手机一直不错,手机 妈妈 开始 习惯 慢慢 习惯 华为 手机 一直 不错,商品1.csv
2303189938356620529,还可以 屏幕很大,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,曜金黑【8GB+256GB】,1099,还可以 屏幕很大,可以 屏幕 很大,商品1.csv
2302076214145189811,这个价格还要求什么呢，挺好的,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,天青蓝【8GB+128GB】,929,这个价格还要求什么呢挺好的,这个 价格 要求 什么,商品1.csv
2301683017132803302,老年人用很好,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,天青蓝【8GB+128GB】,929,老年人用很好,老年人,商品1.csv
2292799246656605369,这手机拍了两个了好用电池耐用！,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,曜金黑【8GB+128GB】,929,这手机拍了两个了好用电池耐用,手机 两个 电池 耐用,商品1.csv
2285029468906981423,老妈非常喜欢,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,天青蓝【8GB+256GB】,1099,老妈非常喜欢,老妈 非常 喜欢,商品1.csv
2284994946194741817,非常不错的一次购物体验！！,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,天青蓝【8GB+128GB】,929,非常不错的一次购物体验,非常 不错 一次 购物 体验,商品1.csv
2283221836336464009,手机够大，顺畅，配置高，非常满意的一次购物。,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,天青蓝【8GB+256GB】,1099,手机够大顺畅配置高非常满意的一次购物,手机 顺畅 配置 非常 满意 一次 购物,商品1.csv
2280633167578661309,不错不错(๑>◡<๑)👍🏻,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,天际白【8GB+256GB】,1099,不错不错,不错 不错,商品1.csv
2278702534803588042,是的操作方便,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,曜金黑【8GB+256GB】,1099,是的操作方便,操作 方便,商品1.csv
2273449307929580038,很合适老人用也很流畅,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,天青蓝【8GB+256GB】,1099,很合适老人用也很流畅,合适 老人 流畅,商品1.csv
2273449128975403279,收到了，给家人买的，使用不错,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,原野绿【8GB+512GB】,1499,收到了给家人买的使用不错,收到 家人 使用 不错,商品1.csv
2267660233520193766,品质很满意,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,曜金黑【8GB+512GB】,1499,品质很满意,品质 满意,商品1.csv
2267626968998482969,挺好的华为手机，价格优惠，拿在手里有重量，给孩子用的。,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,天青蓝【8GB+128GB】,929,挺好的华为手机价格优惠拿在手里有重量给孩子用的,华为 手机 价格 优惠 手里 重量 孩子,商品1.csv
2265393638039101942,收到了，使用了一个段时间！很好用！比店里实惠.！,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,曜金黑【8GB+256GB】,1099,收到了使用了一个段时间很好用比店里实惠,收到 使用 一个 段时间 店里 实惠,商品1.csv
2265378743650362045,手机不错。挺好的 用着方便 不卡 空间大 支持自己品牌 耐用,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,曜金黑【8GB+256GB】,1099,手机不错挺好的 用着方便 不卡 空间大 支持自己品牌 耐用,手机 不错 方便 不卡 空间 支持 自己 品牌 耐用,商品1.csv
2257953401264412136,正品有保证，颜值高。华为，值得信赖。,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,曜金黑【8GB+256GB】,1099,正品有保证颜值高华为值得信赖,正品 保证 颜值 华为 值得 信赖,商品1.csv
2257949032703856324,这个手机内存很大，嗯，已经在唯品会买过多部的华为手机，质量很好，值得信赖，价格也算是便宜吧，还可以,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,原野绿【8GB+512GB】,1499,这个手机内存很大嗯已经在唯品会买过多部的华为手机质量很好值得信赖价格也算是便宜吧还可以,这个 手机 内存 很大 已经 唯品 多部 华为 手机 质量 值得 信赖 价格 算是 便宜 可以,商品1.csv
2250120883265866813,性价比高的，送家人的很满意，主要是电池容量大,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,天青蓝【8GB+256GB】,1099,性价比高的送家人的很满意主要是电池容量大,性价比 家人 满意 主要 电池容量,商品1.csv
2250079158753299749,性价比高的一款机型，买了两个送家人,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,天际白【8GB+256GB】,1099,性价比高的一款机型买了两个送家人,性价比 一款 机型 两个 家人,商品1.csv
2250073711950434241,商品质量超乎想象，性价比极高，卖家服务贴心，购物体验完美，大力推荐！,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,天际白【8GB+256GB】,1099,商品质量超乎想象性价比极高卖家服务贴心购物体验完美大力推荐,商品质量 超乎 想象 性价比 极高 卖家 服务 贴心 购物 体验 完美 大力 推荐,商品1.csv
2244569432774935504,使用体验不错,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,曜金黑【8GB+128GB】,929,使用体验不错,使用 体验 不错,商品1.csv
2242316055936502938,还可以，老人家用的要求没那么高,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,曜金黑【8GB+128GB】,929,还可以老人家用的要求没那么高,可以 老人家 要求 那么,商品1.csv
745294978,价格实惠，手机是正品,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,曜金黑【8GB+256GB】,1099,价格实惠手机是正品,价格 实惠 手机 正品,商品1.csv
744180086,很好很喜欢会持续关注,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,天际白【8GB+256GB】,1099,很好很喜欢会持续关注,喜欢 持续 关注,商品1.csv
743297096,脱穿方便，舒服，性价比高！值得购买！,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,曜金黑【8GB+128GB】,929,脱穿方便舒服性价比高值得购买,脱穿 方便 舒服 性价比 值得 购买,商品1.csv
742873376,可以的可以,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,天际白【8GB+128GB】,929,可以的可以,可以 可以,商品1.csv
741584483,运行流畅，老人使用方便,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,曜金黑【8GB+128GB】,929,运行流畅老人使用方便,运行 流畅 老人 使用方便,商品1.csv
740111320,颜值非常高,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,原野绿【8GB+512GB】,1499,颜值非常高,颜值 非常,商品1.csv
739356082,使用起来很流畅，性能好，价格比专卖店都优惠，不错！,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,天青蓝【8GB+256GB】,1099,使用起来很流畅性能好价格比专卖店都优惠不错,使用 起来 流畅 性能 价格比 专卖店 优惠 不错,商品1.csv
737684938,手机很好，给老人买的，很喜欢,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,天际白【8GB+128GB】,929,手机很好给老人买的很喜欢,手机 老人 喜欢,商品1.csv
737448715,非常好用，,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,天青蓝【8GB+256GB】,1099,非常好用,非常 好用,商品1.csv
730752630,一直都用华为的手机，全家都是华为手机,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,天青蓝【8GB+256GB】,1099,一直都用华为的手机全家都是华为手机,一直 华为 手机 全家 华为 手机,商品1.csv
730499451,手机很好非常喜欢,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,天青蓝【8GB+256GB】,1099,手机很好非常喜欢,手机 非常 喜欢,商品1.csv
2317723789858702683,买给老妈的，很喜欢,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,天青蓝1【8GB+256GB】,1099,买给老妈的很喜欢,老妈 喜欢,商品1.csv
2317714478667401806,好看，耐用。,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,天青蓝【8GB+256GB】,1099,好看耐用,好看 耐用,商品1.csv
2308453214082564574,经济实惠，物美价廉！！！,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,天际白【8GB+512GB】,1499,经济实惠物美价廉,经济 实惠 物美价廉,商品1.csv
2303189365242729685,价格便宜，老年人用用挺好,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,天青蓝【8GB+128GB】,929,价格便宜老年人用用挺好,价格便宜 老年人 用用,商品1.csv
2292812466490448028,多次购买华为手机，很好，赞一个,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,天青蓝【8GB+128GB】,929,多次购买华为手机很好赞一个,多次 购买 华为 手机 一个,商品1.csv
2286978303153677239,屏幕很大，外观可以，包装严实，物流给力，性价比很高,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,曜金黑【8GB+128GB】,929,屏幕很大外观可以包装严实物流给力性价比很高,屏幕 很大 外观 可以 包装 严实 物流 给力 性价比,商品1.csv
2286955241419052706,很好，唯平会的忠实粉丝,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,天青蓝【8GB+256GB】,1099,很好唯平会的忠实粉丝,唯平会 忠实 粉丝,商品1.csv
2283238885787961159,还可以，老妈用,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,天青蓝【8GB+128GB】,929,还可以老妈用,可以 老妈,商品1.csv
2280636185514613945,对比几家还是选择唯品会买了比别的平台都要便宜，满意好评,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,曜金黑【8GB+128GB】,929,对比几家还是选择唯品会买了比别的平台都要便宜满意好评,对比 几家 还是 选择 唯品 别的 平台 便宜 满意 好评,商品1.csv
2265393715906349422,拍照清晰，很智能的一台手机，外观好看，操作也简单！,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,天际白【8GB+128GB】,929,拍照清晰很智能的一台手机外观好看操作也简单,拍照 清晰 智能 一台 手机 外观 好看 操作 简单,商品1.csv
2257953393777576823,给妈妈买的。使用感不错。看看效果可以的话还会再下单,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,天青蓝【8GB+256GB】,1099,给妈妈买的使用感不错看看效果可以的话还会再下单,妈妈 使用 不错 看看 效果 可以 的话 还会 下单,商品1.csv
2242325173065747653,质量很过关，品质优保障，相当不错的选择，好多朋友看我用都想买，我都推荐了。,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,天际白【8GB+256GB】,1099,质量很过关品质优保障相当不错的选择好多朋友看我用都想买我都推荐了,质量 过关 品质 保障 相当 不错 选择 好多 朋友 推荐,商品1.csv
739464130,好好看很大气,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,天际白【8GB+256GB】,1099,好好看很大气,好好看 很大,商品1.csv
736363922,各种性能优，操作方便，运行流畅，价格合理。,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,曜金黑【8GB+128GB】,929,各种性能优操作方便运行流畅价格合理,各种 性能 操作 方便 运行 流畅 价格合理,商品1.csv
736363851,各种性能优，运行流畅。,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,天青蓝【8GB+128GB】,929,各种性能优运行流畅,各种 性能 运行 流畅,商品1.csv
735755676,物流很快，服务态度很好,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,曜金黑【8GB+512GB】,1499,物流很快服务态度很好,物流 很快 服务态度,商品1.csv
735526254,不错，很值得,畅享80华为巨鲸电池玄甲架构双五星超耐摔鸿蒙手机,华为,天青蓝【8GB+128GB】,929,不错很值得,不错 值得,商品1.csv
2317723946889257075,运行流畅，颜值高，操作方便，非常丝滑,一加15 性能Ultra 超旗舰 第五代骁龙8风驰游戏内核手,一加,12GB+256GB原色沙丘,3899,运行流畅颜值高操作方便非常丝滑,运行 流畅 颜值 操作 方便 非常 丝滑,商品10.csv
2317704612632594543,系统流畅，很貌美,一加15 性能Ultra 超旗舰 第五代骁龙8风驰游戏内核手,一加,16GB+512GB雾光紫,4799,系统流畅很貌美,系统 流畅 貌美,商品10.csv
2316596436004768082,唯品会一定要加会员  各种优惠叠加可以做到平台里最低价  性价比绝了,一加15 性能Ultra 超旗舰 第五代骁龙8风驰游戏内核手,一加,16GB+512GB雾光紫,4799,唯品会一定要加会员  各种优惠叠加可以做到平台里最低价  性价比绝了,唯品 一定 要加 会员 各种 优惠 叠加 可以 做到 平台 最低价 性价比,商品10.csv
2312182842194397381,买的时候有点犹豫收到以后会不会好看是不是正品，收到以后就不想退了喜欢上了用了三天了电量也可以流畅度也行颜色也好看反正超喜欢,一加15 性能Ultra 超旗舰 第五代骁龙8风驰游戏内核手,一加,16GB+512GB雾光紫,4799,买的时候有点犹豫收到以后会不会好看是不是正品收到以后就不想退了喜欢上了用了三天了电量也可以流畅度也行颜色也好看反正超喜欢,时候 有点 犹豫 收到 以后 不会 好看 是不是 正品 收到 以后 不想 喜欢 三天 电量 可以 流畅 颜色 好看 反正 喜欢,商品10.csv
2305917859190018751,手感不错，性价比也比较高，玩游戏不卡，爱了,一加15 性能Ultra 超旗舰 第五代骁龙8风驰游戏内核手,一加,16GB+512GB黑色,4799,手感不错性价比也比较高玩游戏不卡爱了,手感 不错 性价比 比较 玩游戏 不卡爱,商品10.csv
