评论,分数,产品,名字,评论ID,清洗后评论,分词后评论,来源文件,情感分值,情感倾向
荣耀X70 12+512幻夜黑质感高级，金标十面抗摔+IP69防水超耐用，80W无线快充回血快，绿洲护眼屏舒适不伤眼，AI流畅好用，大内存够用很久，享国家补贴性价比拉满，入手超值！,5,已购 幻夜黑 12GB+512GB,yilei,10,荣耀 幻夜黑质感高级金标十面抗摔防水超耐用无线快充回血快绿洲护眼屏舒适不伤眼流畅好用大内存够用很久享国家补贴性价比拉满入手超值,荣耀 夜黑 质感 高级 金标 十面 防水 耐用 无线 快充 回血快 绿洲 护眼 舒适 伤眼 流畅 好用 内存 够用 很久享 国家补贴 性价比 拉满 入手 超值,商品9.csv,1.0,正向
当天买下午就到了，非常快， 给老爸买的，屏幕大看着很方便，看这很细腻，系统还可以流畅的，拍照还可以，就是因为电池很大选择了这个手机，很好的一个手机,5,已购 幻夜黑 12GB+256GB,E***y,12,当天买下午就到了非常快 给老爸买的屏幕大看着很方便看这很细腻系统还可以流畅的拍照还可以就是因为电池很大选择了这个手机很好的一个手机,当天 下午 非常 老爸 屏幕 看着 方便 细腻 系统 可以 流畅 拍照 可以 就是 因为 电池 很大 选择 这个 手机 一个 手机,商品9.csv,0.9999,正向
物流速度很快，前一天购买第2天就到了，而且包装完好，里面的手机有拿了这个泡沫装的，没有任何破损，是给家里父母买的。父母收到之后也对于外观，还有这个型号都很喜欢，也是不错的购物体验,5,已购 幻夜黑 12GB+256GB,超级无敌大怪兽1,13,物流速度很快前一天购买第天就到了而且包装完好里面的手机有拿了这个泡沫装的没有任何破损是给家里父母买的父母收到之后也对于外观还有这个型号都很喜欢也是不错的购物体验,物流 速度 很快 前一天 购买 第天 而且 包装 完好 里面 手机 这个 泡沫 没有 任何 破损 家里 父母 父母 收到 之后 对于 外观 还有 这个 型号 喜欢 不错 购物 体验,商品9.csv,0.9999,正向
这个价位，这个质量，确实是性价比拉满，第二次购买了，买给爸爸妈妈长辈，非常合适，一千多，真的还要什么自行车，同价位几乎已经是无敌的存在，运行流畅，屏幕也大,5,已购 幻夜黑 12GB+256GB,eeh0hm5553krrd,14,这个价位这个质量确实是性价比拉满第二次购买了买给爸爸妈妈长辈非常合适一千多真的还要什么自行车同价位几乎已经是无敌的存在运行流畅屏幕也大,这个 价位 这个 质量 确实 性价比 拉满 第二次 购买 爸爸妈妈 长辈 非常 合适 一千多 真的 还要 什么 自行车 同价位 几乎 已经 无敌 存在 运行 流畅 屏幕,商品9.csv,1.0,正向
质量挺好的，发货也快的，给长辈用的，很好，选的是黑色的，很大气，屏幕也很清晰，容量也够大，而且价格也很合算，不错，给五星。,5,已购 幻夜黑 12GB+256GB,jdleezh2,15,质量挺好的发货也快的给长辈用的很好选的是黑色的很大气屏幕也很清晰容量也够大而且价格也很合算不错给五星,质量 发货 长辈 黑色 很大 屏幕 清晰 容量 而且 价格 合算 不错 五星,商品9.csv,1.0,正向
大品牌，很亮，还很好用，质量不错的，外观也很时尚，各方面都可以，反正挺满意的！京东配送上门的服务质量特别好！这个价格，对比这个质量，非常满意！,5,已购 幻夜黑 12GB+256GB,在劫可逃,16,大品牌很亮还很好用质量不错的外观也很时尚各方面都可以反正挺满意的京东配送上门的服务质量特别好这个价格对比这个质量非常满意,品牌 很亮 质量 不错 外观 时尚 方面 可以 反正 满意 京东 配送 上门 服务质量 特别 这个 价格 对比 这个 质量 非常 满意,商品9.csv,1.0,正向
运行流畅，送货速度快外观漂亮，手感很好，唤醒速度快，游戏流畅，包装完好送货小哥服务态度好，拍照效果色彩鲜艳生动，软件启动快流畅,5,已购 幻夜黑 12GB+256GB,jd127002fww礼,17,运行流畅送货速度快外观漂亮手感很好唤醒速度快游戏流畅包装完好送货小哥服务态度好拍照效果色彩鲜艳生动软件启动快流畅,运行 流畅 送货 速度 外观 漂亮 手感 唤醒 速度 游戏 流畅 包装 完好 送货 小哥 服务态度 拍照 效果 色彩鲜艳 生动 软件 启动 流畅,商品9.csv,1.0,正向
给老爸买的，屏幕大，电池大，运行流畅，一千多的手机物超所值，自己用的荣耀魔术8，荣耀的忠实粉，相信荣耀，信任京东。,5,已购 幻夜黑 12GB+256GB,别撩_我是你大叔,18,给老爸买的屏幕大电池大运行流畅一千多的手机物超所值自己用的荣耀魔术荣耀的忠实粉相信荣耀信任京东,老爸 屏幕 电池 运行 流畅 一千多 手机 物超所值 自己 荣耀 魔术 荣耀 忠实 相信 荣耀 信任 京东,商品9.csv,1.0,正向
"手机质量好，颜值担当，操作界面简单顺畅又丝滑
充一次电老年人能用两三天，刷抖音啥的都不卡，感觉物超所值。",5,已购 幻夜黑 12GB+256GB,高爱与自由,19,"手机质量好颜值担当操作界面简单顺畅又丝滑
充一次电老年人能用两三天刷抖音啥的都不卡感觉物超所值",手机 质量 好颜值 担当 操作界面 简单 顺畅 一次 老年人 两三天 刷抖音 不卡 感觉 物超所值,商品9.csv,0.9999,正向
货已收到，包装完好无损，在学习中，运行速度比较快，颜值高，手感不错，操作顺畅，在使用过程中看看性能测试如何再评,5,已购 幻夜黑 12GB+256GB,u_dubmgpnus91c,20,货已收到包装完好无损在学习中运行速度比较快颜值高手感不错操作顺畅在使用过程中看看性能测试如何再评,货已 收到 包装 完好无损 学习 运行 速度 比较 快颜值 高手 不错 操作 顺畅 使用 过程 看看 性能 测试 如何 再评,商品9.csv,0.9999,正向
快递到的很快，包装很好，没有破损，手机用起来很流畅，拍照很清晰，像素很高，充电很快，充满电可以使用很久，运行速度也很快，操作顺畅，值得购买！,5,已购 竹韵青 12GB+256GB,u***m,21,快递到的很快包装很好没有破损手机用起来很流畅拍照很清晰像素很高充电很快充满电可以使用很久运行速度也很快操作顺畅值得购买,快递 很快 包装 没有 破损 手机 起来 流畅 拍照 清晰 像素 充电 很快 充满 可以 使用 运行 速度 很快 操作 顺畅 值得 购买,商品9.csv,1.0,正向
"这款手机像素清楚，国补到手价很划算，充电速度快，阳光明媚下也能看清楚,电池大，摄影效果好，非常喜欢这个产品 值得推荐一下
以旧换新：好
屏幕音效：好
拍照效果：还不错
外形外观：外观设计大气优雅典雅高贵大方时尚",5,已购 幻夜黑 8GB+256GB,蕾蕾逛京,22,"这款手机像素清楚国补到手价很划算充电速度快阳光明媚下也能看清楚电池大摄影效果好非常喜欢这个产品 值得推荐一下
以旧换新好
屏幕音效好
拍照效果还不错
外形外观外观设计大气优雅典雅高贵大方时尚",手机 像素 清楚 国补 到手 划算 充电 速度 阳光明媚 看清楚 电池 摄影 效果 非常 喜欢 这个 产品 值得 推荐 一下 以旧换新 屏幕 音效 拍照 效果 不错 外形 外观 外观设计 大气 优雅 典雅 高贵 大方 时尚,商品9.csv,1.0,正向
"拍摄效果：5000万像素主摄，夜景模式表现出色，人像模式虚化效果特别自然，色彩还原真实不偏色，加入OIS光学防抖
赠品：赠送黑色手机壳，自带膜
适用场景：适合日常使用，适合看短剧，适合带娃出游，适合玩漂流，适合户外工作场景",5,已购 幻夜黑 8GB+128GB,Amadeu4,23,"拍摄效果万像素主摄夜景模式表现出色人像模式虚化效果特别自然色彩还原真实不偏色加入光学防抖
赠品赠送黑色手机壳自带膜
适用场景适合日常使用适合看短剧适合带娃出游适合玩漂流适合户外工作场景",拍摄 效果 像素 主摄 夜景 模式 表现出色 人像 模式 虚化 效果 特别 自然 色彩 还原 真实 偏色 加入 光学 防抖 赠品 赠送 黑色 手机 自带 适用 场景 适合 日常 使用 适合 短剧 适合 带娃 出游 适合 漂流 适合 户外工作 场景,商品9.csv,0.9993,正向
"屏幕音效：声音正常心正红
拍照效果：拍照清晰
运行速度：内存够大，运行不卡顿
待机时间：电池大，人省电模老人七可用七四天以式
其他特色：发货迅速，包装完好

外形外观：买的红色的，非常漂亮，屏幕也很大某柴杠的",5,已购 朱砂红 12GB+256GB,小小毛毛蟲,24,"屏幕音效声音正常心正红
拍照效果拍照清晰
运行速度内存够大运行不卡顿
待机时间电池大人省电模老人七可用七四天以式
其他特色发货迅速包装完好

外形外观买的红色的非常漂亮屏幕也很大某柴杠的",屏幕 音效 声音 正常 心正红 拍照 效果 拍照 清晰 运行 速度 内存 运行 不卡顿 待机时间 电池 大人 省电模 老人 可用 四天 以式 其他 特色 发货 迅速 包装 完好 外形 外观 红色 非常 漂亮 屏幕 很大 柴杠,商品9.csv,1.0,正向
以旧换新：实惠，用了几年，刚好换新活动，机子不错，大气，漂亮，又可以用多几年，12+512，性能强劲。色彩艳丽，充电快，待机时间长。,5,已购 幻夜黑 12GB+512GB,jd_135103ydu,25,以旧换新实惠用了几年刚好换新活动机子不错大气漂亮又可以用多几年性能强劲色彩艳丽充电快待机时间长,以旧换新 实惠 几年 刚好 活动 机子 不错 大气 漂亮 可以 几年 性能 强劲 色彩艳丽 充电 待机时间,商品9.csv,1.0,正向
幻夜黑磨砂背板质感高级，不易沾指纹，经典圆环镜头模组搭配直角边框，简约大气，辨识度高 。十面抗摔，手感轻薄，单手握持无压力 ，买来送给老人用的，他很喜欢。,5,已购 幻夜黑 8GB+256GB,llxxff521,26,幻夜黑磨砂背板质感高级不易沾指纹经典圆环镜头模组搭配直角边框简约大气辨识度高 十面抗摔手感轻薄单手握持无压力 买来送给老人用的他很喜欢,夜黑 磨砂 背板 质感 高级 不易 指纹 经典 圆环 镜头 模组 搭配 直角 边框 简约 大气 辨识 度高 十面 手感 轻薄 单手 握持 压力 买来 送给 老人 喜欢,商品9.csv,0.9591,正向
保持了荣耀手机一贯的大电池和护眼屏，轻度使用可以保证2天不充电。屏幕护眼，长时间使用也不会眼疲劳。系统流畅 ，内存也完全够用，非常适合买给父母使用。,5,已购 朱砂红 12GB+256GB,luo2025,27,保持了荣耀手机一贯的大电池和护眼屏轻度使用可以保证天不充电屏幕护眼长时间使用也不会眼疲劳系统流畅 内存也完全够用非常适合买给父母使用,保持 荣耀 手机 一贯 电池 护眼 轻度 使用 可以 保证 充电 屏幕 护眼 长时间 使用 不会 疲劳 系统 流畅 内存 完全 够用 非常适合 父母 使用,商品9.csv,0.9998,正向
物流快，包装完好，正品无疑。荣耀X70的8300mAh大电池续航超顶，80W快充回血快。1.5K护眼屏清晰舒适，日常使用流畅，IP69K防水+抗摔设计很安心，千元机里性价比极高,5,已购 幻夜黑 12GB+512GB,c***猫,28,物流快包装完好正品无疑荣耀的大电池续航超顶快充回血快护眼屏清晰舒适日常使用流畅防水抗摔设计很安心千元机里性价比极高,物流 包装 完好 正品 无疑 荣耀 电池 续航 超顶 充回 血快 护眼 清晰 舒适 日常 使用 流畅 防水 设计 安心 千元 机里 性价比 极高,商品9.csv,1.0,正向
收到荣耀X70啦，买给老爸的，挺好看的、手感轻薄，屏幕显示清晰细腻，续航真的很给力，充电速度也快。系统流畅不卡顿，充满电能用两天。物流快、包装完好，客服态度也好，目前为止老爸挺喜欢的,5,已购 月影白 8GB+256GB,N***5,29,收到荣耀啦买给老爸的挺好看的手感轻薄屏幕显示清晰细腻续航真的很给力充电速度也快系统流畅不卡顿充满电能用两天物流快包装完好客服态度也好目前为止老爸挺喜欢的,收到 荣耀 老爸 好看 手感 轻薄 屏幕显示 清晰 细腻 续航 真的 充电 速度 系统 流畅 不卡顿 充满 电能 两天 物流 包装 完好 客服 态度 也好 目前为止 老爸 喜欢,商品9.csv,1.0,正向
荣耀X70真是太耐用了！8300mAh大电池两天一充完全够用，IP69级防水和十面抗摔设计让人放心。屏幕护眼又清晰，5000万像素拍照够日常。功能全面，NFC、红外遥控都有，千元机里的性价比之王，非常省心！,5,已购 幻夜黑 8GB+128GB,别嚣张Joy,30,荣耀真是太耐用了大电池两天一充完全够用级防水和十面抗摔设计让人放心屏幕护眼又清晰万像素拍照够日常功能全面红外遥控都有千元机里的性价比之王非常省心,荣耀 真是太 耐用 电池 两天 一充 完全 够用 防水 十面 设计 放心 屏幕 护眼 清晰 像素 拍照 日常 功能 全面 红外 遥控 千元 机里 性价比 之王 非常 省心,商品9.csv,1.0,正向
用了一段时间，不玩游戏，不怎么拍照，就看看小视频，看看书，蛮好的，主要是电池非常耐用，不用带充电宝了,5,已购 竹韵青 8GB+256GB,宝贝彩可爱,31,用了一段时间不玩游戏不怎么拍照就看看小视频看看书蛮好的主要是电池非常耐用不用带充电宝了,一段时间 玩游戏 不怎么 拍照 看看 小视频 看看书 主要 电池 非常 耐用 不用 充电,商品9.csv,0.9854,正向
这款手机颜值爆表，拿在手里超有质感！屏幕清晰明亮，操作流畅不卡顿，自拍效果也超赞，美颜自然又真实。运行速度快得飞起，日常使用完全无压力！强烈推荐给追求品质的你，绝对物超所值！,5,已购 竹韵青 12GB+512GB,j***e,32,这款手机颜值爆表拿在手里超有质感屏幕清晰明亮操作流畅不卡顿自拍效果也超赞美颜自然又真实运行速度快得飞起日常使用完全无压力强烈推荐给追求品质的你绝对物超所值,手机 颜值 爆表 手里 超有 质感 屏幕 清晰 明亮 操作 流畅 不卡顿 自拍 效果 赞美 自然 真实 运行 速度 快得 飞起 日常 使用 完全 压力 强烈推荐 追求 品质 绝对 物超所值,商品9.csv,1.0,正向
送给老公的新年礼物🎁荣耀X70手机手感好，外观颜值特别棒。屏幕相当清晰，电池电量正常用1天都不用充电，大电量的真不错。主要这个价位还是5G手机真的太棒啦。老公非常喜欢🥰,5,已购 幻夜黑 8GB+256GB,肉***贝,33,送给老公的新年礼物荣耀手机手感好外观颜值特别棒屏幕相当清晰电池电量正常用天都不用充电大电量的真不错主要这个价位还是手机真的太棒啦老公非常喜欢,送给 老公 新年礼物 荣耀 手机 手感 外观 颜值 特别 屏幕 相当 清晰 电池电量 正常 用天 不用 充电 电量 真不错 主要 这个 价位 还是 手机 真的 太棒 老公 非常 喜欢,商品9.csv,1.0,正向
已经收到了外观很漂亮，设计感很好，运行流畅，拍照像素也很高，打游戏完全不卡顿，电池，电量也够用，发货很快。第2天，京东快递小哥就送货上门了，很满意,5,已购 幻夜黑 8GB+256GB,w920330,34,已经收到了外观很漂亮设计感很好运行流畅拍照像素也很高打游戏完全不卡顿电池电量也够用发货很快第天京东快递小哥就送货上门了很满意,已经 收到 外观 很漂亮 设计 运行 流畅 拍照 像素 打游戏 完全 不卡顿 电池电量 够用 发货 很快 第天 京东 快递 小哥 送货上门 满意,商品9.csv,1.0,正向
性价比很高，外观很漂亮，操控起来很顺畅，唯独配的手机壳颜色是黑色的，与手机颜色不符合，只能自掏腰包重新买一个透明的😅,3,已购 月影白 8GB+256GB,林***君,36,性价比很高外观很漂亮操控起来很顺畅唯独配的手机壳颜色是黑色的与手机颜色不符合只能自掏腰包重新买一个透明的,性价比 外观 很漂亮 操控 起来 顺畅 唯独 手机 颜色 黑色 手机 颜色 符合 只能 自掏腰包 重新 一个 透明,商品9.csv,0.9941,正向
荣耀手机大品牌，质量可靠信誉有保证。这款待机时间长，运行速度快，快充又提升了。现在有国家补贴，性价比高。京东快递服务到位，送货及时。,5,已购 幻夜黑 12GB+512GB,送***家,37,荣耀手机大品牌质量可靠信誉有保证这款待机时间长运行速度快快充又提升了现在有国家补贴性价比高京东快递服务到位送货及时,荣耀 手机 品牌 质量 可靠 信誉 保证 待机时间 运行 速度 快快 提升 现在 国家补贴 性价比 京东 快递 服务到位 送货 及时,商品9.csv,0.9997,正向
大品牌，一直用荣耀系列，质量不错，外观红色喜庆，电池容量大，80w快充，比较轻巧！运行丝滑顺畅！对于不玩游戏的人来说，性价比超高！,5,已购 朱砂红 12GB+512GB,海云dong,38,大品牌一直用荣耀系列质量不错外观红色喜庆电池容量大快充比较轻巧运行丝滑顺畅对于不玩游戏的人来说性价比超高,品牌 一直 荣耀 系列 质量 不错 外观 红色 喜庆 电池容量 大快 比较 轻巧 运行 丝滑 顺畅 对于 玩游戏 来说 性价比 超高,商品9.csv,1.0,正向
"外形外观：挺好，个人觉得可以。
屏幕音效：可以，用了半月。
拍照效果：拍照效果不错。
运行速度：正常，传图片速度快。
待机时间：一天充一次电刚好。",5,已购 幻夜黑 12GB+512GB,胡***烨,39,"外形外观挺好个人觉得可以
屏幕音效可以用了半月
拍照效果拍照效果不错
运行速度正常传图片速度快
待机时间一天充一次电刚好",外形 外观 个人 觉得 可以 屏幕 音效 可以 半月 拍照 效果 拍照 效果 不错 运行 速度 正常 图片 速度 待机时间 一天 一次 刚好,商品9.csv,1.0,正向
荣耀X70款手机，超大电池太给力了，重度使用两天一充完全没问题！抗摔防水性能出色，手滑党狂喜。屏幕清晰护眼，日常使用流畅不卡顿。这个价位能买到如此省心的手机，真心推荐！,5,已购 幻夜黑 12GB+512GB,u***m,41,荣耀款手机超大电池太给力了重度使用两天一充完全没问题抗摔防水性能出色手滑党狂喜屏幕清晰护眼日常使用流畅不卡顿这个价位能买到如此省心的手机真心推荐,荣耀 手机 超大 电池 太给力 重度 使用 两天 一充 完全 问题 防水 性能 出色 手滑党 狂喜 屏幕 清晰 护眼 日常 使用 流畅 不卡顿 这个 价位 如此 省心 手机 真心 推荐,商品9.csv,1.0,正向
拿到这台荣耀X70新手机，第一感觉就是质感和性价比拉满。妈妈最爱的红色素皮后盖搭配金色中框，喜庆又高级，过年拿在手里回头率超高。圆形的&ldquo;MATRIX&rdquo;影像模组辨识度十足。日常刷视频、聊天视频语音都丝滑流畅，8000大电池续航也足够支撑一天重度使用。对比旁边已爆屏😂的小米8，这台荣耀无论是颜值还是体验，都彻底&ldquo;换新&rdquo;成功。,5,已购 朱砂红 8GB+256GB,J_Hu128,42,拿到这台荣耀新手机第一感觉就是质感和性价比拉满妈妈最爱的红色素皮后盖搭配金色中框喜庆又高级过年拿在手里回头率超高圆形的影像模组辨识度十足日常刷视频聊天视频语音都丝滑流畅大电池续航也足够支撑一天重度使用对比旁边已爆屏的小米这台荣耀无论是颜值还是体验都彻底换新成功,拿到 这台 荣耀 新手机 第一 感觉 就是 质感 性价比 拉满 妈妈 最爱 红色素 皮后 搭配 金色 中框 喜庆 高级 过年 手里 回头率 超高 圆形 影像 模组 辨识 十足 日常 视频 聊天 视频 语音 流畅 电池 续航 足够 支撑 一天 重度 使用 对比 旁边 爆屏 小米 这台 荣耀 无论是 颜值 还是 体验 彻底 成功,商品9.csv,1.0,正向
春节给老人买的礼物，样子款式看着还不错，挺喜庆的，配置也不错，老人用足够了，大容量电池，用着也满足日常的需求，还不错！,5,已购 朱砂红 8GB+256GB,_woimoto_,43,春节给老人买的礼物样子款式看着还不错挺喜庆的配置也不错老人用足够了大容量电池用着也满足日常的需求还不错,春节 老人 礼物 样子 款式 看着 不错 喜庆 配置 不错 老人 足够 大容量 电池 满足 日常 需求 不错,商品9.csv,1.0,正向
很好，性价比高，拍照好，音质棒，声音大又好听，屏幕清楚，运行速度快，电量十多耐用，十分喜欢，准备介绍给朋友同事们，真的值得购买，下次还会来京东买荣耀,5,已购 朱砂红 8GB+256GB,淼娃71,44,很好性价比高拍照好音质棒声音大又好听屏幕清楚运行速度快电量十多耐用十分喜欢准备介绍给朋友同事们真的值得购买下次还会来京东买荣耀,性价比 拍照 音质 声音 好听 屏幕 清楚 运行 速度 电量 十多 耐用 十分 喜欢 准备 介绍 朋友 同事 真的 值得 购买 下次 还会来 京东 荣耀,商品9.csv,1.0,正向
这个玩意儿屏幕足够大，电池容量也不错，适合给老太太用，老太太拿着还挺高兴，价格也便宜，京东自营的物流快递还是很快的，昨天下的单，今天早上就到了，挺赶趟购物体验应该不错,5,已购 竹韵青 8GB+128GB,86ft00a5fgjlkr,45,这个玩意儿屏幕足够大电池容量也不错适合给老太太用老太太拿着还挺高兴价格也便宜京东自营的物流快递还是很快的昨天下的单今天早上就到了挺赶趟购物体验应该不错,这个 玩意儿 屏幕 足够 电池容量 不错 适合 老太太 老太太 高兴 价格 便宜 京东 自营 物流 快递 还是 很快 昨天 今天 早上 赶趟 购物 体验 应该 不错,商品9.csv,0.9993,正向
颜值挺高的。老人家用着很好。不错。又轻薄。拿着都方便。 充电又快。待机时间挺长的。不用经常充电。老人家很合适。价格又实惠。,5,已购 幻夜黑 8GB+256GB,jd_159149ann,46,颜值挺高的老人家用着很好不错又轻薄拿着都方便 充电又快待机时间挺长的不用经常充电老人家很合适价格又实惠,颜值 老人家 不错 轻薄 方便 充电 待机时间 挺长 不用 经常 充电 老人家 合适 价格 实惠,商品9.csv,1.0,正向
